TE,Saprobic_Hyphae,Parasitic_Spherules,Sph+1,Exp_Sph,Species
All genes,4.72,55.34,56.34,5.816087659,C.immitis
All genes,158.3,90.71,91.71,6.519007148,C.immitis
All genes,2.31,4.32,5.32,2.411426246,C.immitis
All genes,133.35,71.53,72.53,6.180505944,C.immitis
All genes,141.07,122.76,123.76,6.951401292,C.immitis
All genes,106.37,104.44,105.44,6.720278465,C.immitis
All genes,6.73,2.76,3.76,1.910732662,C.immitis
All genes,98.37,7.52,8.52,3.09085343,C.immitis
All genes,4.34,6.77,7.77,2.957914599,C.immitis
All genes,4.06,0.49,1.49,0.575312331,C.immitis
All genes,12.73,35.66,36.66,5.196134881,C.immitis
All genes,3.3,3.5,4.5,2.169925001,C.immitis
All genes,10.58,6.96,7.96,2.992768431,C.immitis
All genes,17.32,28.87,29.87,4.900625333,C.immitis
All genes,32.1,37.04,38.04,5.249445341,C.immitis
All genes,36.06,24.3,25.3,4.66106548,C.immitis
All genes,55.44,39.82,40.82,5.351204277,C.immitis
All genes,63.97,67.47,68.47,6.097400107,C.immitis
All genes,57.15,52.9,53.9,5.752213368,C.immitis
All genes,97.51,34.86,35.86,5.164303583,C.immitis
All genes,49.12,22.3,23.3,4.54225805,C.immitis
All genes,13.22,10.4,11.4,3.510961919,C.immitis
All genes,7.12,22.55,23.55,4.557655155,C.immitis
All genes,15.27,11.87,12.87,3.685940148,C.immitis
All genes,35.87,29.23,30.23,4.917909074,C.immitis
All genes,53.48,22.8,23.8,4.572889668,C.immitis
All genes,60.4,41.32,42.32,5.403267722,C.immitis
All genes,134.57,181.63,182.63,7.512779961,C.immitis
All genes,85.03,57.57,58.57,5.872089989,C.immitis
All genes,2.83,3.46,4.46,2.15704371,C.immitis
All genes,1.93,6.18,7.18,2.843983844,C.immitis
All genes,17.27,59.7,60.7,5.923624611,C.immitis
All genes,1.33,2.86,3.86,1.948600847,C.immitis
All genes,22.07,24.34,25.34,4.663344619,C.immitis
All genes,5,14.99,15.99,3.999098034,C.immitis
All genes,5.21,22.98,23.98,4.583759754,C.immitis
All genes,2.62,1.26,2.26,1.176322773,C.immitis
All genes,198.92,10.6,11.6,3.5360529,C.immitis
All genes,11.37,5.43,6.43,2.684818738,C.immitis
All genes,30.43,79.69,80.69,6.334317985,C.immitis
All genes,257.63,9.35,10.35,3.371558863,C.immitis
All genes,165.24,13.41,14.41,3.84899843,C.immitis
All genes,69.68,38.4,39.4,5.300123725,C.immitis
All genes,67.35,105.88,106.88,6.739848103,C.immitis
All genes,58.83,64.4,65.4,6.031218731,C.immitis
All genes,403.09,270.96,271.96,8.087250665,C.immitis
All genes,100.5,132.8,133.8,7.063934306,C.immitis
All genes,17.85,23.06,24.06,4.588564737,C.immitis
All genes,516.75,2418.35,2419.35,11.24040378,C.immitis
All genes,294.15,708.26,709.26,9.470170776,C.immitis
All genes,19.78,77.27,78.27,6.29038754,C.immitis
All genes,12.05,7.8,8.8,3.137503524,C.immitis
All genes,98.11,198.77,199.77,7.642196136,C.immitis
All genes,23.88,54.23,55.23,5.787380222,C.immitis
All genes,335.51,227.85,228.85,7.838258482,C.immitis
All genes,20.3,7.09,8.09,3.016139703,C.immitis
All genes,1.27,10.86,11.86,3.568032105,C.immitis
All genes,23.97,25.33,26.33,4.718635616,C.immitis
All genes,59.05,28.17,29.17,4.866413481,C.immitis
All genes,23.12,37.11,38.11,5.252097703,C.immitis
All genes,196.72,136.88,137.88,7.107269394,C.immitis
All genes,78.45,53.91,54.91,5.778997006,C.immitis
All genes,47.96,44.65,45.65,5.512542955,C.immitis
All genes,35.92,49.81,50.81,5.667040559,C.immitis
All genes,26.44,49.07,50.07,5.64587455,C.immitis
All genes,20.62,21.19,22.19,4.471837762,C.immitis
All genes,2.32,6.4,7.4,2.887525271,C.immitis
All genes,27.9,16.36,17.36,4.117695043,C.immitis
All genes,15.51,29.11,30.11,4.912170803,C.immitis
All genes,30.8,28.17,29.17,4.866413481,C.immitis
All genes,18.97,15.33,16.33,4.029452886,C.immitis
All genes,29.66,19.17,20.17,4.334139179,C.immitis
All genes,9.37,5.79,6.79,2.763411574,C.immitis
All genes,32.49,28.4,29.4,4.87774425,C.immitis
All genes,53.29,55.63,56.63,5.823494625,C.immitis
All genes,14.52,21.05,22.05,4.462706751,C.immitis
All genes,12.41,9.29,10.29,3.363171077,C.immitis
All genes,11.29,16.4,17.4,4.121015401,C.immitis
All genes,37.93,46.14,47.14,5.558879853,C.immitis
All genes,405,384.74,385.74,8.591484946,C.immitis
All genes,683.79,456.63,457.63,8.838037821,C.immitis
All genes,48.87,43.34,44.34,5.470536865,C.immitis
All genes,20.59,18.05,19.05,4.251719093,C.immitis
All genes,50.1,53.89,54.89,5.778471434,C.immitis
All genes,101.73,65.18,66.18,6.048323387,C.immitis
All genes,53.84,30.57,31.57,4.980482356,C.immitis
All genes,17.22,21.85,22.85,4.51412226,C.immitis
All genes,13.5,54.38,55.38,5.791293149,C.immitis
All genes,31.45,31.98,32.98,5.043519494,C.immitis
All genes,206.94,167.26,168.26,7.394548439,C.immitis
All genes,6.41,4.76,5.76,2.526068812,C.immitis
All genes,32.71,27.23,28.23,4.819157224,C.immitis
All genes,186.92,88.16,89.16,6.478324711,C.immitis
All genes,32.94,29.98,30.98,4.953265239,C.immitis
All genes,18.25,32.47,33.47,5.064796646,C.immitis
All genes,20.05,23.22,24.22,4.59812696,C.immitis
All genes,7.13,8.81,9.81,3.294253136,C.immitis
All genes,5.03,3.43,4.43,2.147306699,C.immitis
All genes,36.11,13.07,14.07,3.814550423,C.immitis
All genes,7.67,13.33,14.33,3.840966704,C.immitis
All genes,1.33,0.93,1.93,0.948600847,C.immitis
All genes,46.05,45.4,46.4,5.5360529,C.immitis
All genes,112.91,80.86,81.86,6.355086762,C.immitis
All genes,136.96,114.4,115.4,6.850499414,C.immitis
All genes,127.86,38.66,39.66,5.309612772,C.immitis
All genes,8.9,10.63,11.63,3.539779192,C.immitis
All genes,0.83,0.31,1.31,0.389566812,C.immitis
All genes,100.93,55.88,56.88,5.82984956,C.immitis
All genes,24.84,26.16,27.16,4.763411574,C.immitis
All genes,23.02,33.66,34.66,5.115199749,C.immitis
All genes,51.29,24.05,25.05,4.646738698,C.immitis
All genes,89.76,76.56,77.56,6.277240898,C.immitis
All genes,32.7,29.42,30.42,4.926948248,C.immitis
All genes,25.9,18.83,19.83,4.309612772,C.immitis
All genes,26.45,50.14,51.14,5.676380255,C.immitis
All genes,2.58,1.39,2.39,1.257010618,C.immitis
All genes,9.04,8.88,9.88,3.304511042,C.immitis
All genes,201.14,195.21,196.21,7.616254761,C.immitis
All genes,33.92,18.95,19.95,4.318316841,C.immitis
All genes,445.42,150.95,151.95,7.247452865,C.immitis
All genes,44.94,43.12,44.12,5.463360886,C.immitis
All genes,62.8,174.7,175.7,7.456970381,C.immitis
All genes,43.61,35.08,36.08,5.173127433,C.immitis
All genes,35.69,49.83,50.83,5.667608326,C.immitis
All genes,63.17,28.26,29.26,4.870857864,C.immitis
All genes,319.19,11.53,12.53,3.64731451,C.immitis
All genes,132.73,206.72,207.72,7.69849632,C.immitis
All genes,98.99,69.08,70.08,6.13093087,C.immitis
All genes,28.3,20.85,21.85,4.449561375,C.immitis
All genes,12.41,27.59,28.59,4.837438715,C.immitis
All genes,3.01,2.91,3.91,1.967168608,C.immitis
All genes,22.96,55.28,56.28,5.814550423,C.immitis
All genes,8.65,17.72,18.72,4.22650853,C.immitis
All genes,18.55,17.41,18.41,4.202417722,C.immitis
All genes,12.87,9.83,10.83,3.436961338,C.immitis
All genes,4.54,4.19,5.19,2.375734539,C.immitis
All genes,37.37,28.77,29.77,4.895787316,C.immitis
All genes,65.61,87.38,88.38,6.465648026,C.immitis
All genes,19.63,26.99,27.99,4.806839582,C.immitis
All genes,30.63,6.49,7.49,2.904965719,C.immitis
All genes,58.02,24.8,25.8,4.689299161,C.immitis
All genes,52.94,45.93,46.93,5.552438555,C.immitis
All genes,9.94,20.22,21.22,4.407352751,C.immitis
All genes,29.24,56.49,57.49,5.845239126,C.immitis
All genes,6.89,33.89,34.89,5.124741692,C.immitis
All genes,26.29,11.2,12.2,3.608809243,C.immitis
All genes,27.35,26.51,27.51,4.781884235,C.immitis
All genes,113.12,104.28,105.28,6.718087584,C.immitis
All genes,24.35,25.49,26.49,4.727375939,C.immitis
All genes,115.46,212.7,213.7,7.739443098,C.immitis
All genes,21.49,18.86,19.86,4.311793718,C.immitis
All genes,11.04,17.18,18.18,4.184280294,C.immitis
All genes,62.13,52.91,53.91,5.752481004,C.immitis
All genes,25.84,17.84,18.84,4.23572706,C.immitis
All genes,6.73,1.33,2.33,1.220329955,C.immitis
All genes,106.88,86.56,87.56,6.452200049,C.immitis
All genes,79.5,53.34,54.34,5.76394266,C.immitis
All genes,144.83,75.26,76.26,6.252854626,C.immitis
All genes,12.83,7.24,8.24,3.042644337,C.immitis
All genes,23.19,3.69,4.69,2.229587923,C.immitis
All genes,25.68,7.78,8.78,3.13422094,C.immitis
All genes,40.72,43.27,44.27,5.468257468,C.immitis
All genes,69.49,109.02,110.02,6.781621998,C.immitis
All genes,2.46,1.56,2.56,1.35614381,C.immitis
All genes,44.04,33.85,34.85,5.123086751,C.immitis
All genes,12.9,15.85,16.85,4.074676686,C.immitis
All genes,61.21,76.45,77.45,6.275193334,C.immitis
All genes,35.43,21.21,22.21,4.473137488,C.immitis
All genes,13.6,1.13,2.13,1.09085343,C.immitis
All genes,26.43,6.31,7.31,2.869871406,C.immitis
All genes,13.08,15.42,16.42,4.037382222,C.immitis
All genes,49.02,25.53,26.53,4.72955277,C.immitis
All genes,146.78,240.52,241.52,7.915998852,C.immitis
All genes,46.67,33.66,34.66,5.115199749,C.immitis
All genes,7.09,4.63,5.63,2.493134922,C.immitis
All genes,1.77,1.11,2.11,1.077242999,C.immitis
All genes,26.01,17.21,18.21,4.186659017,C.immitis
All genes,91.85,161.39,162.39,7.343318984,C.immitis
All genes,257.21,545.53,546.53,9.09415688,C.immitis
All genes,45.43,52.28,53.28,5.735522177,C.immitis
All genes,26.95,58.33,59.33,5.890689878,C.immitis
All genes,2.95,0.81,1.81,0.855989697,C.immitis
All genes,66.72,27.48,28.48,4.831877241,C.immitis
All genes,3.44,6.35,7.35,2.87774425,C.immitis
All genes,1.23,2.24,3.24,1.695993813,C.immitis
All genes,1.44,1.69,2.69,1.427606173,C.immitis
All genes,45.36,32.38,33.38,5.06091205,C.immitis
All genes,56.96,64.24,65.24,6.027684877,C.immitis
All genes,63.94,17.92,18.92,4.241840184,C.immitis
All genes,116.51,101.85,102.85,6.684397984,C.immitis
All genes,3.8,9.55,10.55,3.399171094,C.immitis
All genes,12.68,21.09,22.09,4.465321514,C.immitis
All genes,634.23,485.65,486.65,8.926740745,C.immitis
All genes,31.14,24.51,25.51,4.672990994,C.immitis
All genes,7.6,18.13,19.13,4.257764969,C.immitis
All genes,35.7,56.2,57.2,5.837943242,C.immitis
All genes,30.05,117.63,118.63,6.890325085,C.immitis
All genes,9.75,10.08,11.08,3.469885976,C.immitis
All genes,22.87,30.31,31.31,4.968551603,C.immitis
All genes,4.7,6.29,7.29,2.865918815,C.immitis
All genes,36.65,54.47,55.47,5.79363582,C.immitis
All genes,42.14,8.73,9.73,3.282439805,C.immitis
All genes,9.84,17.09,18.09,4.177120503,C.immitis
All genes,21.26,11.37,12.37,3.628773595,C.immitis
All genes,909.64,599.86,600.86,9.230885073,C.immitis
All genes,1.31,0.81,1.81,0.855989697,C.immitis
All genes,16.6,14.37,15.37,3.94204526,C.immitis
All genes,12.15,15.64,16.64,4.056583528,C.immitis
All genes,23.62,5.08,6.08,2.604071324,C.immitis
All genes,10.21,11.47,12.47,3.64038956,C.immitis
All genes,0.54,1.14,2.14,1.097610797,C.immitis
All genes,11.02,10.49,11.49,3.522306893,C.immitis
All genes,1.99,4.02,5.02,2.327687364,C.immitis
All genes,27.24,56.83,57.83,5.853746197,C.immitis
All genes,30.94,29.24,30.24,4.918386234,C.immitis
All genes,94.98,64.59,65.59,6.03540397,C.immitis
All genes,9030.5,37.7,38.7,5.274261661,C.immitis
All genes,20.35,10.78,11.78,3.558267634,C.immitis
All genes,558.68,48.45,49.45,5.627898616,C.immitis
All genes,38.66,59.13,60.13,5.910013053,C.immitis
All genes,2.3,11.91,12.91,3.690417096,C.immitis
All genes,10.46,33.35,34.35,5.102238194,C.immitis
All genes,7.1,12.17,13.17,3.71918344,C.immitis
All genes,3.96,5.42,6.42,2.682573297,C.immitis
All genes,6.66,2.38,3.38,1.757023247,C.immitis
All genes,4.33,19.48,20.48,4.35614381,C.immitis
All genes,136.44,176.32,177.32,7.470211457,C.immitis
All genes,14.38,19.09,20.09,4.328405659,C.immitis
All genes,20.18,3.83,4.83,2.272023189,C.immitis
All genes,33.86,5.45,6.45,2.689299161,C.immitis
All genes,2.26,5.41,6.41,2.680324357,C.immitis
All genes,370.12,74.31,75.31,6.23476954,C.immitis
All genes,25.71,36.48,37.48,5.228049048,C.immitis
All genes,12.93,19.14,20.14,4.331991778,C.immitis
All genes,6.49,18.66,19.66,4.297191417,C.immitis
All genes,21.5,10.07,11.07,3.468583317,C.immitis
All genes,66.22,36.12,37.12,5.214124805,C.immitis
All genes,21.74,13.35,14.35,3.842978832,C.immitis
All genes,49.79,41.1,42.1,5.395748328,C.immitis
All genes,37.82,24.88,25.88,4.693765712,C.immitis
All genes,33.95,34.34,35.34,5.143230135,C.immitis
All genes,115.09,82.91,83.91,6.390770849,C.immitis
All genes,43.8,53.87,54.87,5.777945671,C.immitis
All genes,74.23,115.14,116.14,6.859721129,C.immitis
All genes,30.94,21.01,22.01,4.46008724,C.immitis
All genes,35.87,29.17,30.17,4.915042791,C.immitis
All genes,9.67,21.01,22.01,4.46008724,C.immitis
All genes,14.25,12.38,13.38,3.742006211,C.immitis
All genes,25.2,45.05,46.05,5.525129251,C.immitis
All genes,13.32,43.21,44.21,5.466300829,C.immitis
All genes,72.34,53.04,54.04,5.75595577,C.immitis
All genes,71.81,85.05,86.05,6.427103287,C.immitis
All genes,101.01,68.8,69.8,6.125155131,C.immitis
All genes,256.94,159.72,160.72,7.328405659,C.immitis
All genes,32.14,25.3,26.3,4.716990894,C.immitis
All genes,14.78,14.13,15.13,3.919340082,C.immitis
All genes,16.97,5.43,6.43,2.684818738,C.immitis
All genes,30.65,29.4,30.4,4.925999419,C.immitis
All genes,12.36,10.06,11.06,3.46727948,C.immitis
All genes,5.72,9.08,10.08,3.333423734,C.immitis
All genes,2.89,5.49,6.49,2.698218478,C.immitis
All genes,61.58,35.92,36.92,5.206330648,C.immitis
All genes,54.27,40.84,41.84,5.386810946,C.immitis
All genes,25.37,49.09,50.09,5.646450706,C.immitis
All genes,17.28,21.41,22.41,4.486070744,C.immitis
All genes,76.46,33.26,34.26,5.098453246,C.immitis
All genes,21.97,33.25,34.25,5.098032083,C.immitis
All genes,102.48,91.63,92.63,6.533407608,C.immitis
All genes,71.1,58.18,59.18,5.887037791,C.immitis
All genes,31.62,25.1,26.1,4.705977902,C.immitis
All genes,15.39,19.89,20.89,4.384740587,C.immitis
All genes,17.15,17.19,18.19,4.185073638,C.immitis
All genes,101.7,83.34,84.34,6.398145117,C.immitis
All genes,15.91,12.42,13.42,3.746312766,C.immitis
All genes,169.46,92.61,93.61,6.548590751,C.immitis
All genes,7.32,19.84,20.84,4.381283373,C.immitis
All genes,48.07,19.35,20.35,4.346956889,C.immitis
All genes,47.55,33.08,34.08,5.09085343,C.immitis
All genes,196.02,145.7,146.7,7.196725061,C.immitis
All genes,33.03,17.13,18.13,4.18030702,C.immitis
All genes,28.67,16.77,17.77,4.151371776,C.immitis
All genes,33.35,35.97,36.97,5.208283138,C.immitis
All genes,23.73,21.8,22.8,4.510961919,C.immitis
All genes,50.14,17.17,18.17,4.183486514,C.immitis
All genes,10.16,41.88,42.88,5.422233001,C.immitis
All genes,29.32,80.14,81.14,6.342341397,C.immitis
All genes,8.18,15.55,16.55,4.048759312,C.immitis
All genes,18.45,12.49,13.49,3.753818443,C.immitis
All genes,54.51,18.28,19.28,4.269033146,C.immitis
All genes,16.77,5.25,6.25,2.64385619,C.immitis
All genes,16.15,20.63,21.63,4.43496176,C.immitis
All genes,17.24,15.58,16.58,4.051372102,C.immitis
All genes,59.59,40.97,41.97,5.391286558,C.immitis
All genes,40.4,73.47,74.47,6.218587452,C.immitis
All genes,39.15,50,51,5.672425342,C.immitis
All genes,9.66,25.74,26.74,4.74092756,C.immitis
All genes,12.52,44.06,45.06,5.493775408,C.immitis
All genes,365.28,550.62,551.62,9.107530955,C.immitis
All genes,41.05,37.08,38.08,5.250961574,C.immitis
All genes,104.98,131.49,132.49,7.049739663,C.immitis
All genes,34.12,121.53,122.53,6.936991209,C.immitis
All genes,28.83,6.7,7.7,2.944858446,C.immitis
All genes,17.99,37.57,38.57,5.269407241,C.immitis
All genes,112.02,78.29,79.29,6.309067021,C.immitis
All genes,21.43,17.27,18.27,4.191404729,C.immitis
All genes,1097.7,924.9,925.9,9.854712576,C.immitis
All genes,61.27,102.41,103.41,6.692231894,C.immitis
All genes,29.76,29.35,30.35,4.923624611,C.immitis
All genes,63.52,122.51,123.51,6.948484044,C.immitis
All genes,46.93,76.28,77.28,6.272023189,C.immitis
All genes,14.31,26.29,27.29,4.770300489,C.immitis
All genes,132.61,81.62,82.62,6.368419155,C.immitis
All genes,18.4,10.32,11.32,3.500802053,C.immitis
All genes,3.96,1.32,2.32,1.214124805,C.immitis
All genes,1.55,5.31,6.31,2.657640005,C.immitis
All genes,29.26,18.04,19.04,4.250961574,C.immitis
All genes,31.7,33.76,34.76,5.119356177,C.immitis
All genes,25.21,40.57,41.57,5.377470843,C.immitis
All genes,22.31,24.88,25.88,4.693765712,C.immitis
All genes,76.2,64.69,65.69,6.03760186,C.immitis
All genes,71.39,173.03,174.03,7.443192215,C.immitis
All genes,678.43,949.27,950.27,9.892193674,C.immitis
All genes,5.23,8.97,9.97,3.317593505,C.immitis
All genes,71.16,182.75,183.75,7.52160044,C.immitis
All genes,14.03,14.27,15.27,3.932628157,C.immitis
All genes,1.63,5.01,6.01,2.587364991,C.immitis
All genes,44.53,59.29,60.29,5.913846824,C.immitis
All genes,15.27,21.43,22.43,4.487357715,C.immitis
All genes,22.42,47.91,48.91,5.61205756,C.immitis
All genes,18.74,9.4,10.4,3.378511623,C.immitis
All genes,29.47,21.8,22.8,4.510961919,C.immitis
All genes,10.66,9.29,10.29,3.363171077,C.immitis
All genes,8,11.62,12.62,3.657640005,C.immitis
All genes,7.43,22.32,23.32,4.543495883,C.immitis
All genes,30.26,17.16,18.16,4.182692298,C.immitis
All genes,84.78,138.25,139.25,7.121533517,C.immitis
All genes,10.24,5.43,6.43,2.684818738,C.immitis
All genes,13.38,101.36,102.36,6.677508242,C.immitis
All genes,3.64,4.19,5.19,2.375734539,C.immitis
All genes,8.23,20.34,21.34,4.415488271,C.immitis
All genes,20.09,15.98,16.98,4.085764554,C.immitis
All genes,13.96,34.65,35.65,5.155830172,C.immitis
All genes,130.89,95.18,96.18,6.587665021,C.immitis
All genes,13.8,11.91,12.91,3.690417096,C.immitis
All genes,46.77,75.77,76.77,6.262470743,C.immitis
All genes,25.27,94.65,95.65,6.579693063,C.immitis
All genes,27.07,35.42,36.42,5.186659017,C.immitis
All genes,13.5,6.95,7.95,2.99095486,C.immitis
All genes,22.6,18.04,19.04,4.250961574,C.immitis
All genes,6.54,1.16,2.16,1.111031312,C.immitis
All genes,20.98,6.77,7.77,2.957914599,C.immitis
All genes,11.03,18.84,19.84,4.310340121,C.immitis
All genes,13.67,9.09,10.09,3.334854269,C.immitis
All genes,48.67,60.86,61.86,5.950934928,C.immitis
All genes,3.63,3.65,4.65,2.217230716,C.immitis
All genes,2.87,5.5,6.5,2.700439718,C.immitis
All genes,11.39,21.33,22.33,4.480911346,C.immitis
All genes,1.06,2.67,3.67,1.875780063,C.immitis
All genes,9.94,16.26,17.26,4.109360559,C.immitis
All genes,3.81,2.94,3.94,1.97819563,C.immitis
All genes,169.54,61.71,62.71,5.970623614,C.immitis
All genes,12.66,19.82,20.82,4.379898164,C.immitis
All genes,1.83,2.85,3.85,1.944858446,C.immitis
All genes,63.02,59.74,60.74,5.924575003,C.immitis
All genes,64.76,30.5,31.5,4.977279923,C.immitis
All genes,95.13,107.76,108.76,6.765004246,C.immitis
All genes,15.6,17.98,18.98,4.246408087,C.immitis
All genes,132.58,69.11,70.11,6.13154833,C.immitis
All genes,332.01,29.25,30.25,4.918863237,C.immitis
All genes,204.93,85.14,86.14,6.428611418,C.immitis
All genes,9.98,6.79,7.79,2.961623328,C.immitis
All genes,52.93,48,49,5.614709844,C.immitis
All genes,73.01,35.61,36.61,5.194165869,C.immitis
All genes,92.57,109.45,110.45,6.787249608,C.immitis
All genes,293.09,311.57,312.57,8.288035507,C.immitis
All genes,16.43,20.55,21.55,4.429615964,C.immitis
All genes,42.34,93.12,94.12,6.556429415,C.immitis
All genes,219.71,69.5,70.5,6.139551352,C.immitis
All genes,22.74,23.15,24.15,4.593951284,C.immitis
All genes,41.11,42.42,43.42,5.440287821,C.immitis
All genes,1734.85,913.89,914.89,9.837454484,C.immitis
All genes,15.06,25.48,26.48,4.726831217,C.immitis
All genes,15.37,13.89,14.89,3.896271849,C.immitis
All genes,28.8,36.32,37.32,5.221877081,C.immitis
All genes,471.28,1058.38,1059.38,10.04900446,C.immitis
